file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2005_AM_data.xlsx,2005,AM,,2,Number of signalized intersections operated by your agency under closed loop or central system control,Number of signalized intersections operated by your agency under closed loop or central system control,SignalsClosedLoop2005,05_AM_Q02_1R01C01,Numeric,,,Signal Management and Intersection Control,High,closed loop; central system control
2005_AM_data.xlsx,2005,AM,,3,Number of signalized intersections operated by your agency within 200 feet of a highway-rail intersection that adjust signal timing in response to train crossing to avoid vehicle entrapment,Number of signalized intersections operated by your agency within 200 feet of a highway-rail intersection that adjust signal timing in response to train crossing to avoid vehicle entrapment,Signals200FeetAdjust2005,05_AM_Q03_1R01C01,Numeric,,,Signal Management and Intersection Control,High,signal timing
2005_AM_data.xlsx,2005,AM,,4,Total number of signalized intersections with electronic data collection capabilities,Total number of signalized intersections with electronic data collection capabilities,SignalsCoveredSurv2005,05_AM_Q04_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,data collection
2005_AM_data.xlsx,2005,AM,,5,Total centerline miles covered by Highway Advisory Radio (HAR),Total centerline miles covered by Highway Advisory Radio (HAR),HAR2005,05_AM_Q05_1R01C01,Numeric,,,Traveler Information and User Services,Low,highway advisory radio
2005_AM_data.xlsx,2005,AM,,6,Total number of permanent Changeable Message Signs (CMS) deployed on arterials:,Total number of permanent Changeable Message Signs (CMS) deployed on arterials:,PermanentVMS2005,05_AM_Q06_1R01C01,Numeric,,,Traveler Information and User Services,Low,cms
2005_AM_data.xlsx,2005,AM,,11,"Does your agency provide arterial travel time, speed, and condition information in real-time to the following type of agencies?","Does your agency provide arterial travel time, speed, and condition information in real-time to the following type of agencies? || Agencies involved in highway incident management: || Freeway Management Agencies: || Arterial Management Agencies: || Public Transit Agencies:",ProvideAttscHIM || ProvideAttscFMA || ProvideAttscAMA || ProvideAttscPTA,05_AM_Q11_1R01C01 || 05_AM_Q11_1R02C01 || 05_AM_Q11_1R03C01 || 05_AM_Q11_1R04C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traffic Monitoring and Data Collection,High,travel time
2005_AM_data.xlsx,2005,AM,,12,Does your agency receive information on highway-rail intersections crossing blockages for the purpose of managing incident response?,Does your agency receive information on highway-rail intersections crossing blockages for the purpose of managing incident response?,ReceiveHRICrossing,05_AM_Q12_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Safety Enforcement and Incident Response,High,incident response
2005_AM_data.xlsx,2005,AM,,16,Total number of vehicles operated,Total number of vehicles operated || Please provide the miles covered by each of the following incident detection/verification methods:,SpVehicleSop2005,05_AM_Q16_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,incident detection
2005_AM_data.xlsx,2005,AM,,19,CCTV,CCTV,IDVMCCTV2005,05_AM_Q19_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,cctv
2005_AM_data.xlsx,2005,AM,,20,Are the CCTV images made available to the public?,Are the CCTV images made available to the public?,ImagesCCTVAvailablePublic,05_AM_Q20_1R01C01,Multiple Choice,"1,2,3,4",1=Yes;2=No;3=Dont Know; 4=No CCTV;5=No Response,Traffic Monitoring and Data Collection,High,cctv
2005_FM_data.xlsx,2005,FM,,1,Total number of freeway centerline miles with real-time traffic data collection technologies (does not include CCTV),Total number of freeway centerline miles with real-time traffic data collection technologies (does not include CCTV),MilesUnderSurveillance2005,05_FM_Q01_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,real-time traffic data; data collection; cctv
2005_FM_data.xlsx,2005,FM,,3,Total number of freeway centerline miles under lane control,Total number of freeway centerline miles under lane control,LaneControl2005,05_FM_Q03_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,lane control
2005_FM_data.xlsx,2005,FM,,4,Number of centerline miles covered by Highway Advisory Radio (HAR),Number of centerline miles covered by Highway Advisory Radio (HAR),HAR2005,05_FM_Q04_1R01C01,Numeric,,,Traveler Information and User Services,Low,highway advisory radio
2005_FM_data.xlsx,2005,FM,,5,Total number of Permanent DMS deployed on freeways,Total number of Permanent DMS deployed on freeways,PermanentCMS2005,05_FM_Q05_1R01C01,Numeric,,,Traveler Information and User Services,Low,permanent dms
2005_FM_data.xlsx,2005,FM,,6,Total number of Portable DMS deployed on freeways,Total number of Portable DMS deployed on freeways,PortableCMS2005,05_FM_Q06_1R01C01,Numeric,,,Traveler Information and User Services,Low,portable dms
2005_FM_data.xlsx,2005,FM,,13,Number of vehicles,Number of vehicles || Please provide the miles covered by the following incident detection/verification methods.,NumberServicePatrol2005,05_FM_Q13_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,incident detection
2005_FM_data.xlsx,2005,FM,,16,CCTV,CCTV,IncidentDetectionCCTV2005,05_FM_Q16_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,cctv
2005_FM_data.xlsx,2005,FM,,17,Are the images from your CCTV cameras available to the public? Yes,Are the images from your CCTV cameras available to the public? Yes,ImagesCCTVAvailablePublic,05_FM_Q17_1R01C01,Multiple Choice,"1,2,3,4",1=Yes;2=No;3=No CCTV;4=No Response,Traffic Monitoring and Data Collection,High,cctv
2005_TM_data.xlsx,2005,TM,,2,Total number of vehicles equipped with Automated Vehicle Location (AVL):,Total number of vehicles equipped with Automated Vehicle Location (AVL): || Fixed Route Bus || Heavy or Rapid Rail || Light Rail || Demand Responsive || Commuter Rail || Ferry Boat,BusesAVL || HeavyRailAVL || LightRailAVL || DemandRespAVL || CommuterRailAVL || FerryAVL,05_TM_Q02_1R01C01 || 05_TM_Q02_1R02C01 || 05_TM_Q02_1R03C01 || 05_TM_Q02_1R04C01 || 05_TM_Q02_1R05C01 || 05_TM_Q02_1R06C01,Numeric,,,Transit and Fleet ITS Technology,Medium,automated vehicle location; avl
2005_TM_data.xlsx,2005,TM,,3,Total number of vehicles with real-time monitoring of vehicle components:,Total number of vehicles with real-time monitoring of vehicle components: || Fixed Route Bus || Heavy or Rapid Rail || Light Rail || Demand Responsive || Commuter Rail || Ferry Boat,BusesRealTime || HeavyRailRealTime || LightRailRealTime || DemandRespRealTime || CommuterRailRealTime || FerryRealTime,05_TM_Q03_1R01C01 || 05_TM_Q03_1R02C01 || 05_TM_Q03_1R03C01 || 05_TM_Q03_1R04C01 || 05_TM_Q03_1R05C01 || 05_TM_Q03_1R06C01,Numeric,,,Transit and Fleet ITS Technology,Medium,real-time monitoring of vehicle components
2005_TM_data.xlsx,2005,TM,,5,"Motor buses used as probes to collect travel time, speed, and conditions on FREEWAYS:","Motor buses used as probes to collect travel time, speed, and conditions on FREEWAYS:",NumofProbesFreeways2005,05_TM_Q05_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,travel time
2005_TM_data.xlsx,2005,TM,,6,"Motor buses used as probes to collect travel time, speed, and conditions on ARTERIALS:","Motor buses used as probes to collect travel time, speed, and conditions on ARTERIALS:",NumfProbesArterials2005,05_TM_Q06_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,travel time
2005_TM_data.xlsx,2005,TM,,8,Please check all the methods your agency uses to disseminate information to the public:,"Please check all the methods your agency uses to disseminate information to the public: || Methods used to disseminate Transit Routes, Schedules, and Fare Information to the public: || Dedicated cable TV: || Automated telephone system: || Internet Web sites || Pagers or personal data assistants: || Interactive TV: || Kiosks || E-mail or other direct PC communication: || In-vehicle navigation systems: || Variable Message Signs (in vehicle): || Monitors/VMS (not in vehicles): || Audible Enunciators: || Facsimile: || 511 Telephone System || Methods used to disseminate Real-time Transit schedule adherence or Arrival and Departure Times to the public:",StaticDedicatedTV || StaticAutoPhone || StaticWeb || StaticPagers || StaticInteractiveTV || StaticKiosks || StaticEmail || StaticIVS || StaticVMS || StaticMonitors || StaticAudible || StaticFax || Static511 || DynamicDedicatedTV || DynamicAutoPhone || DynamicWeb || DynamicPagers || DynamicInteractiveTV || DynamicKiosks || DynamicEMail || DynamicIVS || DynamicVMS || DynamicMonitors || DynamicAudible || DynamicFax || Dynamic511,05_TM_Q08_1R01C01 || 05_TM_Q08_1R02C01 || 05_TM_Q08_1R03C01 || 05_TM_Q08_1R04C01 || 05_TM_Q08_1R05C01 || 05_TM_Q08_1R06C01 || 05_TM_Q08_1R07C01 || 05_TM_Q08_1R08C01 || 05_TM_Q08_1R09C01 || 05_TM_Q08_1R10C01 || 05_TM_Q08_1R11C01 || 05_TM_Q08_1R12C01 || 05_TM_Q08_1R13C01 || 05_TM_Q08_1R01C02 || 05_TM_Q08_1R02C02 || 05_TM_Q08_1R03C02 || 05_TM_Q08_1R04C02 || 05_TM_Q08_1R05C02 || 05_TM_Q08_1R06C02 || 05_TM_Q08_1R07C02 || 05_TM_Q08_1R08C02 || 05_TM_Q08_1R09C02 || 05_TM_Q08_1R10C02 || 05_TM_Q08_1R11C02 || 05_TM_Q08_1R12C02 || 05_TM_Q08_1R13C02,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,disseminate; vms
2005_TM_data.xlsx,2005,TM,,10,Number of bus stops that electronically display automated and dynamic traveler information to the public:,Number of bus stops that electronically display automated and dynamic traveler information to the public:,BusStopsTravInfo2005,05_TM_Q10_1R01C01,Numeric,,,Traveler Information and User Services,Low,traveler information
2005_TM_data.xlsx,2005,TM,,12,Number of rail stations that electronically display automated and dynamic traveler information to the public:,Number of rail stations that electronically display automated and dynamic traveler information to the public:,RailStationsTravInfo2005,05_TM_Q12_1R01C01,Numeric,,,Traveler Information and User Services,Low,traveler information
2005_TM_data.xlsx,2005,TM,,13,Number of Fixed Route Buses that have traffic signal priority capability:,Number of Fixed Route Buses that have traffic signal priority capability:,TraffSignalPriorityFixedBus2005,05_TM_Q13_1R01C01,Numeric,,,Signal Management and Intersection Control,High,traffic signal; signal priority
2005_TM_data.xlsx,2005,TM,,14,Number of Light Rail vehicles that have traffic signal priority capability:,Number of Light Rail vehicles that have traffic signal priority capability:,TraffSignalPriorityLightRail,05_TM_Q14_1R01C01,Numeric,,,Signal Management and Intersection Control,High,traffic signal; signal priority
2005_TM_data.xlsx,2005,TM,,15,Number of Demand Responsive vehicles that have traffic signal priority capability:,Number of Demand Responsive vehicles that have traffic signal priority capability:,TraffSignalPriorityDemandResp,05_TM_Q15_1R01C01,Numeric,,,Signal Management and Intersection Control,High,traffic signal; signal priority
2005_TM_data.xlsx,2005,TM,,16,Number of Fixed Route Buses with ramp meter signal priority capability:,Number of Fixed Route Buses with ramp meter signal priority capability:,RampMeterPriorityFixedBus,05_TM_Q16_1R01C01,Numeric,,,Signal Management and Intersection Control,High,signal priority
2005_TM_data.xlsx,2005,TM,,16,Number of Fixed Route Buses with ramp meter signal priority capability:,Number of Fixed Route Buses with ramp meter signal priority capability:,RampMeterPriorityFixedBus,05_TM_Q16_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,ramp meter
2005_TM_data.xlsx,2005,TM,,17,Number of Demand Responsive vehicles with ramp meter signal priority capability:,Number of Demand Responsive vehicles with ramp meter signal priority capability:,RampMeterPriorityDemandResp,05_TM_Q17_1R01C01,Numeric,,,Signal Management and Intersection Control,High,signal priority
2005_TM_data.xlsx,2005,TM,,17,Number of Demand Responsive vehicles with ramp meter signal priority capability:,Number of Demand Responsive vehicles with ramp meter signal priority capability:,RampMeterPriorityDemandResp,05_TM_Q17_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,ramp meter
2005_TM_data.xlsx,2005,TM,,20,Does your agency electronically store collected fare payment data for use in route and service planning?,Does your agency electronically store collected fare payment data for use in route and service planning?,FarePaymentUsedServicePlanning,05_TM_Q20_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Transit and Fleet ITS Technology,Medium,fare payment
2005_TM_data.xlsx,2005,TM,,21,Are there any other Transit Agencies in your metropolitan area that use the same electronic fare payment system that can be used to pay for your transit fares?,Are there any other Transit Agencies in your metropolitan area that use the same electronic fare payment system that can be used to pay for your transit fares?,ShareFareSystemTransit2005,05_TM_Q21_1R01C01,Multiple Choice,"1,2,3,4",1=Yes;2=No;3=No Transit;4=No Response,Transit and Fleet ITS Technology,Medium,electronic fare payment; fare payment
2006_AM_data.xlsx,2006,AM,,1,Total number of arterial centerline miles with real-time traffic data collection technologies (includes CCTV) used to monitor key transportation facilities for security purposes operated by your agency in this metropolitan area,Total number of arterial centerline miles with real-time traffic data collection technologies (includes CCTV) used to monitor key transportation facilities for security purposes operated by your agency in this metropolitan area,MilesDataSecurity,06_AM_Q01_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,real-time traffic data; data collection; cctv
2006_AM_data.xlsx,2006,AM,,1,Total number of arterial centerline miles with real-time traffic data collection technologies (includes CCTV) used to monitor key transportation facilities for security purposes operated by your agency in this metropolitan area,Total number of arterial centerline miles with real-time traffic data collection technologies (includes CCTV) used to monitor key transportation facilities for security purposes operated by your agency in this metropolitan area,MilesDataSecurity,06_AM_Q01_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,security purposes
2006_AM_data.xlsx,2006,AM,,3,Number of signalized intersections operated by your agency under closed loop or central system control,Number of signalized intersections operated by your agency under closed loop or central system control,SignalsClosedLoop2006,06_AM_Q03_1R01C01,Numeric,,,Signal Management and Intersection Control,High,closed loop; central system control
2006_AM_data.xlsx,2006,AM,,4,Number of signalized intersections operated by your agency that allow signal preemption for emergency vehicles,Number of signalized intersections operated by your agency that allow signal preemption for emergency vehicles,SignalsPreemption2006,06_AM_Q04_1R01C01,Numeric,,,Signal Management and Intersection Control,High,preemption
2006_AM_data.xlsx,2006,AM,,4,Number of signalized intersections operated by your agency that allow signal preemption for emergency vehicles,Number of signalized intersections operated by your agency that allow signal preemption for emergency vehicles,SignalsPreemption2006,06_AM_Q04_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,emergency vehicles
2006_AM_data.xlsx,2006,AM,,5,Number of signalized intersections operated by your agency that allow signal priority for transit vehicles,Number of signalized intersections operated by your agency that allow signal priority for transit vehicles,SignalsPriority2006,06_AM_Q05_1R01C01,Numeric,,,Signal Management and Intersection Control,High,signal priority
2006_AM_data.xlsx,2006,AM,,6,Number of signalized intersections operated by your agency within 200 feet of a highway-rail intersection that adjust signal timing in response to train crossing to avoid vehicle entrapment,Number of signalized intersections operated by your agency within 200 feet of a highway-rail intersection that adjust signal timing in response to train crossing to avoid vehicle entrapment,Signals200FeetAdjust2006,06_AM_Q06_1R01C01,Numeric,,,Signal Management and Intersection Control,High,signal timing
2006_AM_data.xlsx,2006,AM,,7,Total number or signalized intersections with automated photo red light running enforcement,Total number or signalized intersections with automated photo red light running enforcement,SignalsPhotoRedLight2006,06_AM_Q07_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,photo red light; red light
2006_AM_data.xlsx,2006,AM,,8,Total number of signalized intersections under real-time traffic adaptive control using SCOOT/SCATS or other similar advanced software,Total number of signalized intersections under real-time traffic adaptive control using SCOOT/SCATS or other similar advanced software,SignalsTrafficResponsive2006,06_AM_Q08_1R01C01,Numeric,,,Signal Management and Intersection Control,High,adaptive control; scoot; scats
2006_AM_data.xlsx,2006,AM,,9,Total number of signalized intersections with electronic data collection capabilities,Total number of signalized intersections with electronic data collection capabilities,SignalsDataCollection2006,06_AM_Q09_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,data collection
2006_AM_data.xlsx,2006,AM,,10,"Total number of arterial High Occupancy Vehicle (HOV) centerline miles equipped with automated lane management technologies (e.g., sensors detecting traffic conditions the use of dynamic message signs and moveable barriers [e.g., gates] to control the operation of HOV facilities) operated by your agency:","Total number of arterial High Occupancy Vehicle (HOV) centerline miles equipped with automated lane management technologies (e.g., sensors detecting traffic conditions the use of dynamic message signs and moveable barriers [e.g., gates] to control the operation of HOV facilities) operated by your agency:",LaneMgtHOV,06_AM_Q10_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,hov
2006_AM_data.xlsx,2006,AM,,11,"Total number of arterial reversible lane centerline miles equipped with automated lane management technologies (e.g., traffic sensors and lane control signs used to implement reversible flow lanes) operated by your agency:","Total number of arterial reversible lane centerline miles equipped with automated lane management technologies (e.g., traffic sensors and lane control signs used to implement reversible flow lanes) operated by your agency:",LaneMgtReverse,06_AM_Q11_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,lane control; reversible lane
2006_AM_data.xlsx,2006,AM,,12,"Total number of arterial centerline miles under congestion pricing and equipped with traffic sensors, electronic payment, or automated enforcement technologies to support the implementation of congestion pricing strategies operated by your agency:","Total number of arterial centerline miles under congestion pricing and equipped with traffic sensors, electronic payment, or automated enforcement technologies to support the implementation of congestion pricing strategies operated by your agency:",LaneMgtConprice,06_AM_Q12_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,congestion pricing
2006_AM_data.xlsx,2006,AM,,12,"Total number of arterial centerline miles under congestion pricing and equipped with traffic sensors, electronic payment, or automated enforcement technologies to support the implementation of congestion pricing strategies operated by your agency:","Total number of arterial centerline miles under congestion pricing and equipped with traffic sensors, electronic payment, or automated enforcement technologies to support the implementation of congestion pricing strategies operated by your agency:",LaneMgtConprice,06_AM_Q12_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,automated enforcement
2006_AM_data.xlsx,2006,AM,,13,"Total number of arterial centerline miles equipped with lane control signs, supported by surveillance and detection technologies, to allow the temporary closure of lanes by your agency:","Total number of arterial centerline miles equipped with lane control signs, supported by surveillance and detection technologies, to allow the temporary closure of lanes by your agency:",LaneMgtTempclose,06_AM_Q13_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,lane control
2006_AM_data.xlsx,2006,AM,,14,Total number of arterial centerline miles equipped with variable speed limit technologies operated by your agency:,Total number of arterial centerline miles equipped with variable speed limit technologies operated by your agency:,LaneMgtVarspeed,06_AM_Q14_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,variable speed limit
2006_AM_data.xlsx,2006,AM,,15,Total number of arterial centerline miles equipped with lane management measures such as reversible flow lanes and lane control to support emergency evacuations operated by your agency:,Total number of arterial centerline miles equipped with lane management measures such as reversible flow lanes and lane control to support emergency evacuations operated by your agency:,LaneMgtEvacuation,06_AM_Q15_1R01C01,Numeric,,,Active Traffic and Demand Management,Low,lane control
2006_AM_data.xlsx,2006,AM,,18,Does your agency receive information on highway-rail intersections crossing blockages for the purpose of managing incident response?,Does your agency receive information on highway-rail intersections crossing blockages for the purpose of managing incident response?,ReceiveHRIcrossing2006,06_AM_Q18_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Safety Enforcement and Incident Response,High,incident response
2006_AM_data.xlsx,2006,AM,,19,Number of miles covered by Highway Advisory Radio (HAR),Number of miles covered by Highway Advisory Radio (HAR),HAR2006,06_AM_Q19_1R01C01,Numeric,,,Traveler Information and User Services,Low,highway advisory radio
2006_AM_data.xlsx,2006,AM,,20,Is your Highway Advisory Radio (HAR) used to broadcast arterial incident information?,Is your Highway Advisory Radio (HAR) used to broadcast arterial incident information?,HARIncidentInfo,06_AM_Q20_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traveler Information and User Services,Low,highway advisory radio
2006_AM_data.xlsx,2006,AM,,21,Total number of Permanent DMS deployed on arterials,Total number of Permanent DMS deployed on arterials,PermanenVMS2006,06_AM_Q21_1R01C01,Numeric,,,Traveler Information and User Services,Low,permanent dms
2006_AM_data.xlsx,2006,AM,,22,What type of information is displayed on your DMS? (check all that apply),What type of information is displayed on your DMS? (check all that apply) || Travel time || Average speed || Congestion || Diversions || Incident information || Maintenance and construction work site information || Advisory speed limits || Weather alerts || HOV regulatory information || Information from other states || Transit operations || Roadway status || Special events impacting travel || Local special events announcements || Amber alerts || Public Service Announcements || Driver safety campaigns || Parking availability || Other,DMSinfoTraveltime || DMSinfoAveragespeed || DMSinfoCongestion || DMSinfoDiversion || DMSinfoIncidentinfo || DMSinfoConstruction || DMSinfoSpeedadvisory || DMSinfoWeatheralerts || DMSinfoHOV || DMSinfoOtherstateinfo || DMSinfoTransitops || DMSinfoRoadwaystatus || DMSinfoSpecialeventsimpact || DMSinfoSpecialeventsannounce || DMSinfoAmberalerts || DMSinfoPublicservice || DMSinfoSafetycampaign || DMSinfoParking || DMSinfoOther,06_AM_Q22_1R01C01 || 06_AM_Q22_1R02C01 || 06_AM_Q22_1R03C01 || 06_AM_Q22_1R04C01 || 06_AM_Q22_1R05C01 || 06_AM_Q22_1R06C01 || 06_AM_Q22_1R07C01 || 06_AM_Q22_1R08C01 || 06_AM_Q22_1R09C01 || 06_AM_Q22_1R10C01 || 06_AM_Q22_1R11C01 || 06_AM_Q22_1R12C01 || 06_AM_Q22_1R13C01 || 06_AM_Q22_1R14C01 || 06_AM_Q22_1R15C01 || 06_AM_Q22_1R16C01 || 06_AM_Q22_1R17C01 || 06_AM_Q22_1R18C01 || 06_AM_Q22_1R19C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,travel time
2006_AM_data.xlsx,2006,AM,,22,What type of information is displayed on your DMS? (check all that apply),What type of information is displayed on your DMS? (check all that apply) || Travel time || Average speed || Congestion || Diversions || Incident information || Maintenance and construction work site information || Advisory speed limits || Weather alerts || HOV regulatory information || Information from other states || Transit operations || Roadway status || Special events impacting travel || Local special events announcements || Amber alerts || Public Service Announcements || Driver safety campaigns || Parking availability || Other,DMSinfoTraveltime || DMSinfoAveragespeed || DMSinfoCongestion || DMSinfoDiversion || DMSinfoIncidentinfo || DMSinfoConstruction || DMSinfoSpeedadvisory || DMSinfoWeatheralerts || DMSinfoHOV || DMSinfoOtherstateinfo || DMSinfoTransitops || DMSinfoRoadwaystatus || DMSinfoSpecialeventsimpact || DMSinfoSpecialeventsannounce || DMSinfoAmberalerts || DMSinfoPublicservice || DMSinfoSafetycampaign || DMSinfoParking || DMSinfoOther,06_AM_Q22_1R01C01 || 06_AM_Q22_1R02C01 || 06_AM_Q22_1R03C01 || 06_AM_Q22_1R04C01 || 06_AM_Q22_1R05C01 || 06_AM_Q22_1R06C01 || 06_AM_Q22_1R07C01 || 06_AM_Q22_1R08C01 || 06_AM_Q22_1R09C01 || 06_AM_Q22_1R10C01 || 06_AM_Q22_1R11C01 || 06_AM_Q22_1R12C01 || 06_AM_Q22_1R13C01 || 06_AM_Q22_1R14C01 || 06_AM_Q22_1R15C01 || 06_AM_Q22_1R16C01 || 06_AM_Q22_1R17C01 || 06_AM_Q22_1R18C01 || 06_AM_Q22_1R19C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Active Traffic and Demand Management,Low,hov
2006_AM_data.xlsx,2006,AM,,25,Which of the following technologies does your agency use to distribute pre-trip traveler information? (Check all that apply),Which of the following technologies does your agency use to distribute pre-trip traveler information? (Check all that apply) || Internet or wireless systems 511 || Other (non-511) || Telephone systems || TV/Radio || Kiosks,PretripInternetWireless || Pretrip511 || PretripTelephone || PretripTVRadio || PretripKiosks,06_AM_Q25_1R01C01 || 06_AM_Q25_1R02C01 || 06_AM_Q25_1R03C01 || 06_AM_Q25_1R04C01 || 06_AM_Q25_1R05C01,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,traveler information
2006_AM_data.xlsx,2006,AM,,26,Which of the following technologies does your agency use to distribute en-route traveler information? (Check all that apply),Which of the following technologies does your agency use to distribute en-route traveler information? (Check all that apply) || Wireless systems || 511 || Other (non-511) telephone systems || Radio || In-vehicle systems,EnrouteWireless || Enroute511 || EnrouteTelephone || EnrouteRadio || EnrouteIVS,06_AM_Q26_1R01C01 || 06_AM_Q26_1R02C01 || 06_AM_Q26_1R03C01 || 06_AM_Q26_1R04C01 || 06_AM_Q26_1R05C01,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,traveler information
2006_AM_data.xlsx,2006,AM,,27,Does your agency deploy parking management data collection systems that monitor the availability of parking?,Does your agency deploy parking management data collection systems that monitor the availability of parking?,ParkingMgtAvailability,06_AM_Q27_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traffic Monitoring and Data Collection,High,data collection
2006_AM_data.xlsx,2006,AM,,28,Does your agency deploy parking management systems that disseminate parking availability information to drivers?,Does your agency deploy parking management systems that disseminate parking availability information to drivers?,ParkingMgtDriverinfo,06_AM_Q28_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traveler Information and User Services,Low,disseminate
2006_AM_data.xlsx,2006,AM,,30,"Does your agency provide arterial travel time, speed, and condition information in real-time to the following type of agencies?","Does your agency provide arterial travel time, speed, and condition information in real-time to the following type of agencies? || Agencies involved in highway incident management || Freeway management agencies || Arterial management agencies || Public transit agencies",ProvideAttscHIM2006 || ProvideAttscFMA2006 || ProvideAttscAMA2006 || ProvideAttscPTA2006,06_AM_Q30_1R01C01 || 06_AM_Q30_1R02C01 || 06_AM_Q30_1R03C01 || 06_AM_Q30_1R04C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traffic Monitoring and Data Collection,High,travel time
2006_AM_data.xlsx,2006,AM,,33,Which of the following field devices do you turn over or share control of to/with another agency? (Check all that apply),Which of the following field devices do you turn over or share control of to/with another agency? (Check all that apply) || CCTV cameras || Dynamic message signs || Highway Advisory Radio || Dynamic lane assignment,TurnovercontrolCCTV || TurnovercontrolDMS || TurnovercontrolHAR || TurnovercontrolLane,06_AM_Q33_1R01C01 || 06_AM_Q33_1R02C01 || 06_AM_Q33_1R03C01 || 06_AM_Q33_1R04C01,Boolean,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,cctv
2006_AM_data.xlsx,2006,AM,,33,Which of the following field devices do you turn over or share control of to/with another agency? (Check all that apply),Which of the following field devices do you turn over or share control of to/with another agency? (Check all that apply) || CCTV cameras || Dynamic message signs || Highway Advisory Radio || Dynamic lane assignment,TurnovercontrolCCTV || TurnovercontrolDMS || TurnovercontrolHAR || TurnovercontrolLane,06_AM_Q33_1R01C01 || 06_AM_Q33_1R02C01 || 06_AM_Q33_1R03C01 || 06_AM_Q33_1R04C01,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,highway advisory radio
2006_AM_data.xlsx,2006,AM,,36,Number of vehicles operated,Number of vehicles operated || Please provide the miles covered by each of the following incident detection/verification methods,SpVehiclesOp2006,06_AM_Q36_1R01C01,Numeric,,,Safety Enforcement and Incident Response,High,incident detection
2006_AM_data.xlsx,2006,AM,,39,CCTV,CCTV,IDVMCCTV2006,06_AM_Q39_1R01C01,Numeric,,,Traffic Monitoring and Data Collection,High,cctv
2006_AM_data.xlsx,2006,AM,,40,Are the CCTV images made available to the public?,Are the CCTV images made available to the public?,ImagesCCTVavailablepublic2006,06_AM_Q40_1R01C01,Multiple Choice,"1,2,3,4,5",1=Yes;2=No;3=Don't know;4=No CCTV;5=No Response,Traffic Monitoring and Data Collection,High,cctv
2006_AM_data.xlsx,2006,AM,,41,Which of the following technologies/methods are used by your agency to detect arterial incidents? (Check all that apply),Which of the following technologies/methods are used by your agency to detect arterial incidents? (Check all that apply) || Inductive loop or acoustic roadway detector technologies || Wireless enhanced 911 systems || Mayday or Advanced Crash Notification (ACN) systems || Traveler reported information,DetectIncidentInductive || DetectIncidentEnhanced || DetectIncidentMayday || DetectIncidentTraveler,06_AM_Q41_1R01C01 || 06_AM_Q41_1R02C01 || 06_AM_Q41_1R03C01 || 06_AM_Q41_1R04C01,Boolean,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,detector; inductive loop
